make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
Audi,80,1.6 D MT,Inline,4,Diesel,6.9,9.9,5.5
Audi,80,1.6 GLE MT,Inline,4,Gasoline,8.6,12.3,6.7
Audi,80,1.6 MT,inline,4,petrol,7.8,11.8,6.2
Audi,80,1.6 TD MT,Inline,4,Diesel,6.8,7.2,4.8
Audi,80,1.8 AT,inline,4,petrol,8.3,10.2,6.5
Audi,80,1.8 CC MT,Inline,4,Gasoline,8.2,9.4,6.2
Audi,80,1.8 GTE MT,Inline,4,Gasoline,8,10.9,6.1
Audi,80,1.8 GTE quattro MT,Inline,4,Gasoline,8.3,9,6.5
Audi,80,1.8 MT 4WD,inline,4,petrol,8.1,10.9,6.1
Audi,80,1.8 MT,inline,4,petrol,8.1,10.9,6.1
Audi,80,1.9 AT,inline,4,diesel,6.2,8,4.4
Audi,80,1.9 MT,inline,4,diesel,6.7,7.9,5.1
Audi,80,1.9 TD MT quattro,Inline,4,Diesel,6.5,7.6,4.5
Audi,80,1.9 TD MT,Inline,4,Diesel,6.5,7.6,4.5
Audi,80,1.9 TDI AT,Inline,4,Diesel,5.2,6.2,3.8
Audi,80,1.9 TDI MT,Inline,4,Diesel,5.2,6.2,3.8
Audi,80,2.0 AT,inline,4,petrol,8.9,11.7,6.9
Audi,80,2.0 MT 4WD,inline,4,petrol,8,11.8,6.5
Audi,80,2.0 MT quattro,Inline,4,Gasoline,7.4,11.3,6
Audi,80,2.0 MT,inline,4,petrol,7.4,11.3,6
Audi,80,2.3 AT 4WD,inline,5,petrol,9.6,12.4,7.3
Audi,80,2.3 AT,inline,5,petrol,8.6,11.8,6.6
Audi,80,2.3 MT 4WD,inline,5,petrol,9.2,12.9,7.4
Audi,80,2.3 MT quattro,Inline,5,Gasoline,8.4,11.8,6.4
Audi,80,2.3 MT,inline,5,petrol,8.9,11.8,6.4
Audi,80,2.6 AT,V-type,6,petrol,9.1,13.5,7.3
Audi,80,2.6 MT 4WD,V-type,6,petrol,9.8,13.3,7.9
Audi,80,2.6 MT quartto,V-type,6,Gasoline,8.6,12.3,6.7
Audi,80,2.6 MT quattro,V-type,6,Gasoline,8.6,12.3,6.7
Audi,80,2.6 MT,V-type,6,petrol,8.6,12.3,6.7
Audi,80,2.8 AT,V-type,6,petrol,8.9,13.5,7.5
Audi,80,2.8 MT 4WD,V-type,6,petrol,9.8,13.5,7.9
Audi,80,2.8 MT quattro,V-type,6,Gasoline,8.5,11.8,6.4
Audi,80,2.8 MT,V-type,6,petrol,8.3,12.5,6.7
Audi,90,1.6 TD MT,Inline,4,Diesel,5,6,3
Audi,90,2.0 MT,Inline,5,Gasoline,7,11,6
Audi,90,2.2 E MT,Inline,5,Gasoline,7.8,11.8,6.3
Audi,90,2.3 E 20V MT,Inline,5,Gasoline,8.5,13.2,7
Audi,90,2.3 E 20V quattro MT,Inline,5,Gasoline,9,13,7
Audi,90,2.3 E MT,Inline,5,Gasoline,8,11,6
Audi,90,2.3 E quattro MT,Inline,5,Gasoline,8,12,6
Audi,A1,1.0 AMT,inline,3,petrol,4.9,5.9,4.3
Audi,A1,1.0 MT,inline,3,petrol,4.9,6,4.2
Audi,A1,1.0 TFSI MT,Inline,3,Gasoline,4.2,5,3.7
Audi,A1,1.0 TFSI S-Tronic,Inline,3,Gasoline,4.4,5.4,3.8
Audi,A1,1.0 TFSI S-tronic,Inline,3,Gasoline,4.4,5.4,3.8
Audi,A1,1.2 TFSI MT,Inline,4,Gasoline,5.1,6.2,4.4
Audi,A1,1.4 TDI MT,Inline,3,Diesel,3.4,3.9,3.1
Audi,A1,1.4 TDI S-Tronic,Inline,3,Diesel,3.6,4,3.3
Audi,A1,1.4 TDI S-tronic,Inline,3,Diesel,3.6,4,3.3
Audi,A1,1.4 TFSI MT,Inline,4,Gasoline,5.3,6.8,4.4
Audi,A1,1.4 TFSI S-Tronic,Inline,4,Gasoline,4.9,6.2,4.2
Audi,A1,1.4 TFSI S-tronic,Inline,4,Gasoline,5.3,6.5,4.6
Audi,A1,1.5 AMT,inline,4,petrol,5.1,6.5,4.3
Audi,A1,1.6 TDI MT,Inline,4,Diesel,3.9,4.7,3.5
Audi,A1,1.6 TDI S-Tronic,Inline,4,Diesel,3.7,4.3,3.4
Audi,A1,1.6 TDI S-tronic,Inline,4,Diesel,4.2,5.1,3.7
Audi,A1,1.8 TFSI S-Tronic,Inline,4,Gasoline,5.6,7.1,4.7
Audi,A1,1.8 TFSI S-tronic,Inline,4,Gasoline,5.6,7.1,4.7
Audi,A1,2.0 AMT,inline,4,petrol,6,8.2,4.8
Audi,A1,2.0 TDI MT,Inline,4,Diesel,4.1,5,3.6
Audi,A1,2.0 TFSI quattro MT,Inline,4,Gasoline,8.6,11.7,6.8
Audi,A1,25 TFSI MT,Inline,3,Gasoline,4.6,5.8,3.9
Audi,A1,30 TFSI MT,Inline,3,Gasoline,4.8,5.9,4.1
Audi,A1,30 TFSI S tronic,Inline,3,Gasoline,4.8,5.8,4.2
Audi,A1,35 TFSI S tronic,Inline,4,Gasoline,5,6.5,4.2
Audi,A1,40 TFSI S tronic,Inline,4,Gasoline,6,8.2,4.7
Audi,A2,1.2 TDI AMT,Inline,3,Diesel,2.99,3.6,2.7
Audi,A2,1.4 MT,Inline,4,Gasoline,5.9,8.1,4.6
Audi,A2,1.4 TDI MT,Inline,3,Diesel,4.3,5.6,3.5
Audi,A2,1.6 FSI MT,Inline,4,Gasoline,5.9,8.1,4.7
Audi,A3,1.0 TFSI MT,Inline,3,Gasoline,4.5,5.5,3.9
Audi,A3,1.0 TFSI S-tronic,Inline,3,Gasoline,4.5,5.4,4
Audi,A3,1.2 TFSI MT,Inline,4,Gasoline,5.7,7,5
Audi,A3,1.2 TFSI S tronic,Inline,4,Gasoline,4.9,5.8,4.3
Audi,A3,1.2 TFSI S-tronic,Inline,4,Gasoline,5.3,6.5,4.5
Audi,A3,1.4 TFSI MT,Inline,4,Gasoline,6,7.4,5.2
Audi,A3,1.4 TFSI S tronic,Inline,4,Gasoline,5.1,6.4,4.4
Audi,A3,1.4 TFSI S-tronic,Inline,4,Gasoline,5.6,7.1,4.7
Audi,A3,1.4 g-tron MT,Inline,4,Gas,5.2,6.9,4.3
Audi,A3,1.4 g-tron S-tronic,Inline,4,Gas,5.1,6.3,4.4
Audi,A3,1.5 AMT,inline,4,petrol,5,6.2,4.3
Audi,A3,1.5 MT,inline,4,petrol,5.1,6.3,4.3
Audi,A3,1.6 AT,Inline,4,Gasoline,8.6,11.9,6.6
Audi,A3,1.6 FSI MT,Inline,4,Gasoline,6.5,8.7,5.3
Audi,A3,1.6 MT,Inline,4,Gasoline,7.6,10.5,5.9
Audi,A3,1.6 S-tronic,Inline,4,Gasoline,6.7,9.4,5.1
Audi,A3,1.6 TDI 102g MT,Inline,4,Diesel,3.9,4.8,3.4
Audi,A3,1.6 TDI 99g MT,Inline,4,Diesel,3.8,4.7,3.3
Audi,A3,1.6 TDI MT,Inline,4,Diesel,4.3,5.2,3.9
Audi,A3,1.6 TDI S tronic,Inline,4,Diesel,3.9,4.8,3.4
Audi,A3,1.6 TDI S-tronic,Inline,4,Diesel,4.2,4.5,3.9
Audi,A3,1.6 Tiptronic,Inline,4,Gasoline,7.6,10.9,5.6
Audi,A3,1.8 AT,Inline,4,Gasoline,9.1,13.2,6.7
Audi,A3,1.8 MT 4WD,inline,4,petrol,8.7,11.9,6.9
Audi,A3,1.8 MT,Inline,4,Gasoline,8.3,11.7,6.3
Audi,A3,1.8 TFSI  S tronic quattro,Inline,4,Gasoline,6.6,8.2,5.6
Audi,A3,1.8 TFSI  S tronic,Inline,4,Gasoline,5.6,7,4.8
Audi,A3,1.8 TFSI MT,Inline,4,Gasoline,6.7,8.9,5.5
Audi,A3,1.8 TFSI S tronic quattro,Inline,4,Gasoline,6.6,8.4,5.6
Audi,A3,1.8 TFSI S tronic,Inline,4,Gasoline,5.8,7.3,4.8
Audi,A3,1.8 TFSI S-tronic,Inline,4,Gasoline,6.6,8.7,5.4
Audi,A3,1.8T AT,Inline,4,Gasoline,8.9,12.9,6.6
Audi,A3,1.8T MT Quattro,Inline,4,Gasoline,8.6,11.6,6.8
Audi,A3,1.8T MT,Inline,4,Gasoline,7.8,10.6,6.2
Audi,A3,1.8T Tiptronic,Inline,4,Gasoline,9,13,6.7
Audi,A3,1.9 MT,inline,4,diesel,4.9,6.5,4.1
Audi,A3,1.9 TDI AT,Inline,4,Diesel,6.2,8.8,4.8
Audi,A3,1.9 TDI Dpf MT,Inline,4,Diesel,4.9,6.1,4.2
Audi,A3,1.9 TDI Dpf S-tronic,Inline,4,Diesel,5.7,7.5,4.7
Audi,A3,1.9 TDI MT Quattro,Inline,4,Diesel,6,7.9,4.9
Audi,A3,1.9 TDI MT,Inline,4,Diesel,4.9,6.5,4
Audi,A3,1.9 TDI S-tronic,Inline,4,Diesel,5.5,7.2,4.5
Audi,A3,1.9 TDI Tiptronic,Inline,4,Diesel,6.3,8.5,5
Audi,A3,1.9 TDIe Dpf MT,Inline,4,Diesel,4.5,5.8,3.8
Audi,A3,1.9 TDIe MT,Inline,4,Diesel,4.5,5.8,3.8
Audi,A3,2.0 AMT,inline,4,diesel,3.9,4.3,3.7
Audi,A3,2.0 FSI MT,Inline,4,Gasoline,6.9,9.6,5.3
Audi,A3,2.0 FSI S-tronic,Inline,4,Gasoline,8,11.5,6
Audi,A3,2.0 FSI Tiptronic,Inline,4,Gasoline,7.7,11.2,5.7
Audi,A3,2.0 MT,inline,4,diesel,3.6,4.1,3.4
Audi,A3,2.0 TDI Dpf MT Quattro,Inline,4,Diesel,6,7.7,5
Audi,A3,2.0 TDI Dpf MT,Inline,4,Diesel,5.5,7,4.6
Audi,A3,2.0 TDI Dpf S-tronic,Inline,4,Diesel,5.6,7.5,4.5
Audi,A3,2.0 TDI MT Quattro,Inline,4,Diesel,5.5,7.8,4.6
Audi,A3,2.0 TDI MT quattro,Inline,4,Diesel,4.8,5.8,4.2
Audi,A3,2.0 TDI MT,Inline,4,Diesel,5.5,7.2,4.5
Audi,A3,2.0 TDI S tronic quattro,Inline,4,Diesel,4.8,5.6,4.3
Audi,A3,2.0 TDI S tronic,Inline,4,Diesel,4.6,5.4,4.2
Audi,A3,2.0 TDI S-tronic quattro,Inline,4,Diesel,4.7,5.4,4.3
Audi,A3,2.0 TDI S-tronic,Inline,4,Diesel,5.7,7.3,4.8
Audi,A3,2.0 TFSI MT Quattro,Inline,4,Gasoline,8.8,12.3,6.8
Audi,A3,2.0 TFSI MT,Inline,4,Gasoline,7.2,10,5.6
Audi,A3,2.0 TFSI S tronic quattro,Inline,4,Gasoline,5.9,7.4,5
Audi,A3,2.0 TFSI S tronic,Inline,4,Gasoline,5.8,7.4,4.8
Audi,A3,2.0 TFSI S-tronic Quattro,Inline,4,Gasoline,7.5,9.9,6.1
Audi,A3,2.0 TFSI S-tronic quattro,Inline,4,Gasoline,5.7,7.1,4.8
Audi,A3,2.0 TFSI S-tronic,Inline,4,Gasoline,7.4,9.9,5.9
Audi,A3,3.2 MT Quattro,V-type,6,Gasoline,10.6,14.8,8.2
Audi,A3,3.2 S-tronic Quattro,V-type,6,Gasoline,9.8,13.8,7.5
Audi,A4 allroad,2.0 AMT 4WD,inline,4,petrol,8.3,10.4,7
Audi,A4 allroad,2.0 AT 4WD,inline,4,petrol,7.1,8.6,6.1
Audi,A4 allroad,2.0 MT 4WD,inline,4,diesel,6.4,7.7,5.7
Audi,A4 allroad,3.0 AMT 4WD,V-type,6,diesel,7.1,8.7,6.1
Audi,A4 allroad,3.0 AT 4WD,V-type,6,diesel,5.3,5.7,5
Audi,A4,1.4 AMT,inline,4,petrol,5.2,6.7,4.3
Audi,A4,1.4 MT,inline,4,petrol,5.3,6.8,4.5
Audi,A4,1.4 TFSI MT,Inline,4,Gasoline,5.3,6.8,4.5
Audi,A4,1.4 TFSI S tronic,Inline,4,Gasoline,5.4,6.9,4.5
Audi,A4,1.6 AT,Inline,4,Gasoline,7.6,12.3,7
Audi,A4,1.6 MT,Inline,4,Gasoline,8,11.5,6
Audi,A4,1.8 AT 4WD,inline,4,petrol,8.6,13,7.1
Audi,A4,1.8 AT quattro,Inline,4,Gasoline,8.6,13,7.1
Audi,A4,1.8 AT,Inline,4,Gasoline,9.2,12.3,7.2
Audi,A4,1.8 MT 4WD,inline,4,petrol,8.6,13,7.1
Audi,A4,1.8 MT quattro,Inline,4,Gasoline,9.1,12.7,7
Audi,A4,1.8 MT,Inline,4,Gasoline,7.6,12.1,6.5
Audi,A4,1.8 T AT quattro,Inline,4,Gasoline,8.6,12.2,7.3
Audi,A4,1.8 T AT,Inline,4,Gasoline,9.1,12.9,6.9
Audi,A4,1.8 T MT quattro,Inline,4,Gasoline,8.6,12.2,7.3
Audi,A4,1.8 T MT,Inline,4,Gasoline,7.8,12.2,7.3
Audi,A4,1.8 T Tiptronic quattro,Inline,4,Gasoline,9.2,12.5,7.2
Audi,A4,1.8 T multitronic,Inline,4,Gasoline,8.3,11.4,6.5
Audi,A4,1.8 T tiptronic quattro,Inline,4,Gasoline,9.2,13.4,7
Audi,A4,1.8 T tiptronic,Inline,4,Gasoline,9.3,13.3,6.9
Audi,A4,1.8 TFSI MT quattro,Inline,4,Gasoline,7.6,10.3,6.1
Audi,A4,1.8 TFSI MT,Inline,4,Gasoline,7.1,9.5,5.6
Audi,A4,1.8 TFSI multitronic,Inline,4,Gasoline,7.2,9.4,5.9
Audi,A4,1.9 AT 4WD,inline,4,diesel,5.5,7.8,4.8
Audi,A4,1.9 D AT,Inline,4,Diesel,5.1,8.8,5
Audi,A4,1.9 D MT,Inline,4,Diesel,5.1,7,4.4
Audi,A4,1.9 MT 4WD,inline,4,diesel,5.5,7.8,4.8
Audi,A4,1.9 MT,inline,4,Diesel,5.2,7,4.4
Audi,A4,1.9 TDI 5MT,Inline,4,Diesel,5.6,7.4,4.4
Audi,A4,1.9 TDI 6MT,Inline,4,Diesel,5.7,7.5,4.6
Audi,A4,1.9 TDI AT quattro,Inline,4,Diesel,5.5,7.8,4.8
Audi,A4,1.9 TDI AT,Inline,4,Diesel,6.5,9,4.9
Audi,A4,1.9 TDI MT quattro,Inline,4,Diesel,5.9,7.8,4.8
Audi,A4,1.9 TDI MT,Inline,4,Diesel,5.3,6.9,4.3
Audi,A4,1.9 TDI multitronic,Inline,4,Diesel,5.5,7.4,4.4
Audi,A4,1.9 TDI tiptronic,Inline,4,Diesel,6.8,9.6,5.3
Audi,A4,2.0 AMT 4WD,inline,4,diesel,4.5,5.2,4.1
Audi,A4,2.0 AMT,inline,4,diesel,4.1,4.9,3.7
Audi,A4,2.0 AT 4WD,inline,4,petrol,9.5,13.7,7.3
Audi,A4,2.0 CVT,inline,4,Gasoline,7.9,10.9,6.2
Audi,A4,2.0 FSI MT,Inline,4,Gasoline,7.1,9.9,5.4
Audi,A4,2.0 FSI Tiptronic quattro,Inline,4,Gasoline,7.3,10.5,5.5
Audi,A4,2.0 FSI multitronic,Inline,4,Gasoline,7.3,10.5,5.5
Audi,A4,2.0 MT 4WD,inline,4,diesel,6.7,8.7,5.6
Audi,A4,2.0 MT,Inline,4,Gasoline,8,11.5,6
Audi,A4,2.0 TDI MT quattro,Inline,4,Diesel,6.7,8.6,5.5
Audi,A4,2.0 TDI MT,Inline,4,Diesel,6.1,7.8,4.5
Audi,A4,2.0 TDI S tronic quattro,Inline,4,Diesel,6,7,5.4
Audi,A4,2.0 TDI S tronic,Inline,4,Diesel,4,4.8,3.6
Audi,A4,2.0 TDI multitronic,Inline,4,Diesel,6.1,7.6,4.7
Audi,A4,2.0 TFSI  MT,Inline,4,Gasoline,6.4,8.2,5.3
Audi,A4,2.0 TFSI MT quattro,Inline,4,Gasoline,8.8,12.6,6.6
Audi,A4,2.0 TFSI MT,Inline,4,Gasoline,7.8,10.9,5.8
Audi,A4,2.0 TFSI S tronic quattro,Inline,4,Gasoline,8.3,10.4,7
Audi,A4,2.0 TFSI S tronic,Inline,4,Gasoline,4.8,6.2,4
Audi,A4,2.0 TFSI flexible fuel MT quattro,Inline,4,Gasoline,7.3,9.8,5.8
Audi,A4,2.0 TFSI flexible fuel MT,Inline,4,Gasoline,6.4,8.3,5.2
Audi,A4,2.0 TFSI multitronic,Inline,4,Gasoline,8.1,11.2,6.3
Audi,A4,2.0 TFSI quattro S tronic,Inline,4,Gasoline,6.5,7.9,5.7
Audi,A4,2.0 TFSI tiptronic quattro,Inline,4,Gasoline,9.4,13.1,7.2
Audi,A4,2.0 multitronic,Inline,4,Gasoline,7.9,10.9,6.2
Audi,A4,2.4 MT quattro,V-type,6,Gasoline,10.2,14.5,7.8
Audi,A4,2.4 MT,V-type,6,Gasoline,9.5,13.6,7.1
Audi,A4,2.4 multitronic,V-type,6,Gasoline,9.3,13.5,6.9
Audi,A4,2.4 tiptronic quattro,V-type,6,Gasoline,11.5,14.8,7.8
Audi,A4,2.4 tiptronic,V-type,6,Gasoline,10.2,14.8,7.5
Audi,A4,2.5 CVT,V-type,6,Diesel,7,9.3,5.7
Audi,A4,2.5 MT,V-type,6,Diesel,7,9.8,5.4
Audi,A4,2.5 TDI MT quattro,V-type,6,Diesel,7.8,11.1,5.9
Audi,A4,2.5 TDI MT,V-type,6,Diesel,6.8,9.7,5.2
Audi,A4,2.5 TDI multitronic,V-type,6,Diesel,7,9.3,5.7
Audi,A4,2.5 TDI tiptronic quattro,V-type,6,Diesel,8.6,12.6,6.4
Audi,A4,2.5 TDI tiptronic,V-type,6,Diesel,7.9,11.5,5.8
Audi,A4,2.5d MT  4WD,V-type,6,Diesel,7.8,11.1,5.9
Audi,A4,2.6 AT,V-type,6,Gasoline,10,15.4,6.9
Audi,A4,2.6 MT quattro,V-type,6,Gasoline,10.5,14.5,8.2
Audi,A4,2.6 MT,V-type,6,Gasoline,10,15.4,6.9
Audi,A4,2.7 TDI MT,V-type,6,Diesel,6.8,9.5,5.1
Audi,A4,2.7 TDI multitronic,V-type,6,Diesel,6.8,9.2,5.4
Audi,A4,2.8 AT quattro,V-type,6,Gasoline,10.9,16.1,7.9
Audi,A4,2.8 AT,V-type,6,Gasoline,10.2,15.2,7.2
Audi,A4,2.8 MT quattro,V-type,6,Gasoline,10.4,14.7,7.8
Audi,A4,2.8 MT,V-type,6,Gasoline,9.4,13.5,7
Audi,A4,2.8 tiptronic quattro,V-type,6,Gasoline,10.9,16.1,7.9
Audi,A4,2.8 tiptronic,V-type,6,Gasoline,10.2,15.2,7.2
Audi,A4,3.0 AMT 4WD,V-type,6,diesel,4.7,5,4.4
Audi,A4,3.0 AMT,V-type,6,diesel,4.4,4.9,4.1
Audi,A4,3.0 AT 4WD,V-type,6,diesel,8.4,11.8,6.4
Audi,A4,3.0 MT quattro,V-type,6,Gasoline,11.2,15.9,8.6
Audi,A4,3.0 MT,V-type,6,Gasoline,9.6,13.8,7
Audi,A4,3.0 TDI MT quattro,V-type,6,Diesel,7.5,10.3,5.8
Audi,A4,3.0 TDI MT,V-type,6,Diesel,5.2,6.4,4.4
Audi,A4,3.0 TDI S tronic quattro,V-type,6,Diesel,7.1,8.7,6.1
Audi,A4,3.0 TDI S tronic,V-type,6,Diesel,4.4,4.9,4.1
Audi,A4,3.0 TDI clean diesel S tronic quattro,V-type,6,Diesel,6,7.1,5.4
Audi,A4,3.0 TDI clean diesel tiptronic quattro,V-type,6,Diesel,6.7,8.7,5.5
Audi,A4,3.0 TDI multitronic,V-type,6,Diesel,5.1,5.7,4.8
Audi,A4,3.0 TDI tiptronic quattro,V-type,6,Diesel,8.3,11.6,6.2
Audi,A4,3.0 TFSI S tronic quattro,V-type,6,Gasoline,8.4,11.2,6.8
Audi,A4,3.0 multitronic,V-type,6,Gasoline,9.4,13.6,7
Audi,A4,3.0 tiptronic quattro,V-type,6,Gasoline,11.2,16.4,8.2
Audi,A4,3.1 AT 4WD,V-type,6,petrol,10.7,15.5,7.9
Audi,A4,3.1 FSI MT quattro,V-type,6,Gasoline,10.6,15.4,7.6
Audi,A4,3.1 FSI MT,V-type,6,Gasoline,9.3,13.5,6.9
Audi,A4,3.1 FSI multitronic,V-type,6,Gasoline,9.6,13.9,7
Audi,A4,3.1 FSI tiptronic quattro,V-type,6,Gasoline,10.7,15.4,7.9
Audi,A4,3.1 MT 4WD,V-type,6,petrol,10.7,15.5,7.9
Audi,A4,3.2 FSI MT quattro,V-type,6,Gasoline,9.1,13.4,6.7
Audi,A4,3.2 FSI multitronic,V-type,6,Gasoline,8.2,11.2,6.2
Audi,A4,3.2 FSI tiptronic quattro,V-type,6,Gasoline,9.3,13.1,7
Audi,A5,1.8 TFSI MT,Inline,4,Gasoline,7.4,10,5.9
Audi,A5,1.8 TFSI multitronic,Inline,4,Gasoline,7.5,9.5,6.4
Audi,A5,2.0 AMT 4WD,inline,4,diesel,5.2,5.9,4.8
Audi,A5,2.0 AMT,inline,4,diesel,4.5,5.1,4.2
Audi,A5,2.0 TDI MT quattro,Inline,4,Diesel,5.5,6.9,4.7
Audi,A5,2.0 TDI MT,Inline,4,Diesel,4.3,5.1,3.8
Audi,A5,2.0 TDI S tronic quattro,Inline,4,Diesel,4.7,5.4,4.3
Audi,A5,2.0 TDI S tronic,Inline,4,Diesel,4.5,5.2,4.1
Audi,A5,2.0 TDI multitronic,Inline,4,Diesel,5.8,7.5,4.8
Audi,A5,2.0 TFSI MT quattro,Inline,4,Gasoline,7.3,9.7,5.8
Audi,A5,2.0 TFSI MT,Inline,4,Gasoline,5.9,7.6,5
Audi,A5,2.0 TFSI S tronic quattro,Inline,4,Gasoline,6.3,8,5.3
Audi,A5,2.0 TFSI S tronic,Inline,4,Gasoline,6.2,7.9,5.2
Audi,A5,2.0 TFSI multitronic,Inline,4,Gasoline,7.4,9.9,6
Audi,A5,2.0 TFSI quattro MT,Inline,4,Gasoline,7,9.2,5.8
Audi,A5,2.0 TFSI quattro S tronic,Inline,4,Gasoline,7.3,9.1,6.3
Audi,A5,2.7 TDI MT,V-type,6,Diesel,6.2,8.1,5.2
Audi,A5,2.7 TDI multitronic,V-type,6,Diesel,6.5,7.7,5.8
Audi,A5,3.0 AT 4WD,V-type,6,diesel,6.2,7.3,5.6
Audi,A5,3.0 TDI MT quattro,V-type,6,Diesel,6.6,8.8,5.3
Audi,A5,3.0 TDI MT,V-type,6,Diesel,5.1,6.4,4.3
Audi,A5,3.0 TDI S tronic quattro,V-type,6,Diesel,4.9,5.3,4.7
Audi,A5,3.0 TDI S tronic,V-type,6,Diesel,4.6,5.1,4.3
Audi,A5,3.0 TDI clean diesel S tronic quattro,V-type,6,Diesel,5.9,7,5.3
Audi,A5,3.0 TDI multitronic,V-type,6,Diesel,5.2,5.8,4.9
Audi,A5,3.0 TFSI S tronic quattro,V-type,6,Gasoline,8.5,11.2,6.9
Audi,A5,3.2 FSI MT quattro,V-type,6,Gasoline,9.1,13.4,6.7
Audi,A5,3.2 FSI S tronic quattro,V-type,6,Gasoline,9.5,13.8,7
Audi,A5,3.2 FSI multitronic,V-type,6,Gasoline,8.6,12.1,6.5
Audi,A5,3.2 FSI tiptronic quattro,V-type,6,Gasoline,9.2,13,6.9
Audi,A6 allroad,2.5 AT 4WD,V-type,6,diesel,9.6,13.4,7.5
Audi,A6 allroad,2.5 MT 4WD,V-type,6,diesel,8.7,12,6.8
Audi,A6 allroad,2.7 AT 4WD,V-type,6,petrol,13.2,19.2,9.7
Audi,A6 allroad,2.7 MT 4WD,V-type,6,petrol,12.8,18,9.8
Audi,A6 allroad,3.0 AMT 4WD,V-type,6,diesel,6.1,7,5.5
Audi,A6 allroad,3.0 AT 4WD,V-type,6,diesel,8.8,11.8,7
Audi,A6 allroad,3.0 MT 4WD,V-type,6,diesel,8.4,11.5,6.6
Audi,A6 allroad,3.1 AT 4WD,V-type,6,petrol,11,15.8,8.2
Audi,A6 allroad,3.1 MT 4WD,V-type,6,petrol,11,15.6,8.4
Audi,A6 allroad,4.2 AT 4WD,V-type,8,petrol,13.8,20.1,10.2
Audi,A6 allroad,4.2 MT 4WD,V-type,8,petrol,13.8,20.1,10.2
Audi,A6,1.8 AT,Inline,4,Gasoline,9.2,12.9,7.1
Audi,A6,1.8 MT quattro,Inline,4,Gasoline,9.2,12.2,7.4
Audi,A6,1.8 MT,Inline,4,Gasoline,8.5,12.1,6.4
Audi,A6,1.8 T MT quattro,Inline,4,Gasoline,9.2,12.2,7.4
Audi,A6,1.8 T MT,Inline,4,Gasoline,8.3,10.8,6.7
Audi,A6,1.8 T multitronic,Inline,4,Gasoline,8.5,11.7,6.7
Audi,A6,1.8 T tiptronic,Inline,4,Gasoline,9.4,13.4,7.1
Audi,A6,1.8 TFSI MT,Inline,4,Gasoline,6.2,7.8,5.3
Audi,A6,1.8 TFSI S tronic,Inline,4,Gasoline,5.9,7.1,5.1
Audi,A6,1.8 multitronic,Inline,4,Gasoline,8.5,11.7,6.7
Audi,A6,1.8 tiptronic,Inline,4,Gasoline,9.2,12.9,7.1
Audi,A6,1.9 TDI 5MT,Inline,4,Diesel,5.7,7.7,4.6
Audi,A6,1.9 TDI 6MT,Inline,4,Diesel,6,7.9,4.9
Audi,A6,1.9 TDI AT,Inline,4,Diesel,6.8,9.6,5.3
Audi,A6,1.9 TDI MT,Inline,4,Diesel,5.7,7.5,4.6
Audi,A6,1.9 TDI multitronic,Inline,4,Diesel,5.8,7.6,5
Audi,A6,1.9 TDI tiptronic,Inline,4,Diesel,6.7,9.5,5.2
Audi,A6,2.0 MT,Inline,4,Gasoline,8.3,11.7,6.4
Audi,A6,2.0 TDI MT,Inline,4,Diesel,6,8,4.8
Audi,A6,2.0 TDI S tronic,Inline,4,Diesel,4.6,5.3,4.1
Audi,A6,2.0 TDI multitronic,Inline,4,Diesel,6.7,8.8,5.5
Audi,A6,2.0 TFSI Hybrid tiptronic,Inline,4,Hybrid,6.2,6.2,6.2
Audi,A6,2.0 TFSI MT,Inline,4,Gasoline,7.9,10.8,6.2
Audi,A6,2.0 TFSI S tronic quattro,Inline,4,Gasoline,6.9,8.5,6
Audi,A6,2.0 TFSI S tronic,Inline,4,Gasoline,6,7.4,5.2
Audi,A6,2.0 TFSI multitronic,Inline,4,Gasoline,8.2,11.2,6.5
Audi,A6,2.0 multitronic,Inline,4,Gasoline,8.2,11.2,6.6
Audi,A6,2.4 CVT multitronic,V-type,6,Gasoline,9.6,13.7,7.2
Audi,A6,2.4 MT quattro,V-type,6,Gasoline,10.9,15.2,8.3
Audi,A6,2.4 MT,V-type,6,Gasoline,9.9,14,7.5
Audi,A6,2.4 multitronic,V-type,6,Gasoline,9.6,14.2,7
Audi,A6,2.4 tiptronic quattro,V-type,6,Gasoline,11.2,16.1,8.1
Audi,A6,2.4 tiptronic,V-type,6,Gasoline,10.7,15.7,7.6
Audi,A6,2.5 TDI 5MT,Inline,5,Diesel,6.9,9.3,5.5
Audi,A6,2.5 TDI 6MT,Inline,5,Diesel,6.9,9.2,5.5
Audi,A6,2.5 TDI AT,Inline,5,Diesel,7.6,10.3,6
Audi,A6,2.5 TDI MT quattro,V-type,6,Diesel,7.9,11.2,6
Audi,A6,2.5 TDI MT,V-type,6,Diesel,6.9,9.9,5.3
Audi,A6,2.5 TDI multitronic,V-type,6,Diesel,6.9,9.7,5.6
Audi,A6,2.5 TDI tiptronic quattro,V-type,6,Diesel,8.8,12.8,6.5
Audi,A6,2.5 TDI tiptronic,V-type,6,Diesel,7.9,11.6,5.8
Audi,A6,2.6 AT quattro,V-type,6,Gasoline,12.3,17.1,9.5
Audi,A6,2.6 AT,V-type,6,Gasoline,11.1,16.2,8.2
